技能範圍,技能分類,技能名稱,技能等級,魔力消耗,技能效果詳細說明,學習資訊
pet,pet_status_def,抗石化,LV 3,0 MP,降低石化的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
pet,pet_status_def,抗石化,LV 4,0 MP,降低石化的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
pet,pet_status_def,抗石化,LV 5,0 MP,降低石化的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
pet,pet_status_def,抗酒醉,LV 1,0 MP,降低酒醉的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
pet,pet_status_def,抗酒醉,LV 2,0 MP,降低酒醉的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
pet,pet_status_def,抗酒醉,LV 3,0 MP,降低酒醉的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
pet,pet_status_def,抗酒醉,LV 4,0 MP,降低酒醉的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
pet,pet_status_def,抗酒醉,LV 5,0 MP,降低酒醉的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
pet,pet_status_def,抗混亂,LV 1,0 MP,降低混亂的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
pet,pet_status_def,抗混亂,LV 2,0 MP,降低混亂的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
pet,pet_status_def,抗混亂,LV 3,0 MP,降低混亂的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
pet,pet_status_def,抗混亂,LV 4,0 MP,降低混亂的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
pet,pet_status_def,抗混亂,LV 5,0 MP,降低混亂的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
pet,pet_status_def,抗遺忘,LV 1,0 MP,降低遺忘的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
pet,pet_status_def,抗遺忘,LV 2,0 MP,降低遺忘的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
pet,pet_status_def,抗遺忘,LV 3,0 MP,降低遺忘的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
pet,pet_status_def,抗遺忘,LV 4,0 MP,降低遺忘的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
pet,pet_status_def,抗遺忘,LV 5,0 MP,降低遺忘的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
