活動日期,公告日,活動／期別,NPC,所需寵物,所需道具,獲得寵物,合成樹,入手方法,公告連結
2023-08-08～2023-09-09,2023-08-07,改造的巔峰藝術 紅翼奇美拉的崛起,NPC：裘瑟貝（法蘭城 195.67）,Lv1布雷歐,布雷歐設計圖ABCDE*1,Lv1改造布雷歐,Lv1布雷歐 ＋ 布雷歐設計圖ABCDE×1 ＝ Lv1改造布雷歐,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html)
2023-08-08～2023-09-09,2023-08-07,改造的巔峰藝術 紅翼奇美拉的崛起,NPC：奇美拉重生研究員（魔法大學研究所 31.5）,任意等級的紅翼奇美拉,轉生火蛋殼*1,Lv1改造布雷歐,任意等級的紅翼奇美拉 ＋ 轉生火蛋殼×1 ＝ Lv1改造布雷歐,所需寵物：前置合成：任意等級的改造布雷歐 ＋ 浴火雛菊×1 ＝ / ├ Lv1改造布雷歐（概率95%） / └ Lv1紅翼奇美拉（概率5%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html)
2023-08-08～2023-09-09,2023-08-07,改造的巔峰藝術 紅翼奇美拉的崛起,NPC：奇美拉研究員（魔法大學研究所 32.6）,任意等級的改造布雷歐,浴火雛菊*1,Lv1改造布雷歐（概率95%） Lv1紅翼奇美拉（概率5%）,任意等級的改造布雷歐 ＋ 浴火雛菊×1 ＝ / ├ Lv1改造布雷歐（概率95%） / └ Lv1紅翼奇美拉（概率5%）,所需寵物：前置合成：Lv1布雷歐 ＋ 布雷歐設計圖ABCDE×1 ＝ Lv1改造布雷歐；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html)
未載明（公告日 2023-07-27）,2023-07-27,22週年慶第一彈,NPC：奇奇卡(精靈城寵物店15，6）,任意等級的赤炎黃蜂,變異之源*3 22週年黃蜂基因*10 精靈王契約*50 100000G金幣,Lv1 22週年黃蜂,"任意等級的赤炎黃蜂 ＋ 變異之源×3 22週年黃蜂基因×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1 22週年黃蜂",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html)
未載明（公告日 2023-07-27）,2023-07-27,22週年慶第一彈,NPC：奇奇卡(精靈城寵物店15，6）,任意等級的櫻花螳螂,變異之源*3 22週年螳螂基因*10 精靈王契約*50 100000G金幣,Lv1 22週年螳螂,"任意等級的櫻花螳螂 ＋ 變異之源×3 22週年螳螂基因×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1 22週年螳螂",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html)
未載明（公告日 2023-07-27）,2023-07-27,22週年慶第一彈,NPC：奇奇卡(精靈城寵物店15，6）,任意等級的暗黑水龍蜥,變異之源*3 22週年水龍蜥基因*10 精靈王契約*50 100000G金幣,Lv1 22週年水龍蜥,"任意等級的暗黑水龍蜥 ＋ 變異之源×3 22週年水龍蜥基因×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1 22週年水龍蜥",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html)
未載明（公告日 2023-07-20）,2023-07-20,被詛咒的魔靈 神隱魔偶之謎,NPC：奇奇卡(精靈城寵物店15，6）,Lv1巨錘魔偶,變異之源*3 神隱之帽*10 精靈王契約*50 100000G金幣,Lv1神隱魔偶,"Lv1巨錘魔偶 ＋ 變異之源×3 ＋ 神隱之帽×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1神隱魔偶",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9954.html)
2023-07-07～2023-08-08,2023-07-07,魔族改造人 不死暗醫登場,NPC：黑暗醫生福爾（魔法大學研究所 25.37）,任意等級的暗醫阿魯巴斯,轉生手術刀*1,Lv1阿魯巴斯克隆體,任意等級的暗醫阿魯巴斯 ＋ 轉生手術刀×1 ＝ Lv1阿魯巴斯克隆體,所需寵物：前置合成：任意等級的阿魯巴斯克隆體 ＋ 超級手術刀×1 ＝ / ├ Lv1阿魯巴斯克隆體（概率95%） / └ Lv1暗醫阿魯巴斯（概率5%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9844.html)
2023-07-07～2023-08-08,2023-07-07,魔族改造人 不死暗醫登場,NPC：黑暗醫生哈利貝瑞（魔法大學研究所 25.38）,任意等級的阿魯巴斯克隆體,超級手術刀*1,Lv1阿魯巴斯克隆體（概率95%） Lv1暗醫阿魯巴斯（概率5%）,任意等級的阿魯巴斯克隆體 ＋ 超級手術刀×1 ＝ / ├ Lv1阿魯巴斯克隆體（概率95%） / └ Lv1暗醫阿魯巴斯（概率5%）,所需寵物：前置合成：Lv阿魯巴斯 ＋ 阿魯巴斯克隆體設計圖ABCDE×1 ＝ Lv1阿魯巴斯克隆體；所需道具：向 NPC：黑暗醫生萊克門（魔法大學研究所 24.37） 交付 任意等級的阿魯巴斯＋/ 取得：超級手術刀*5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9844.html)
2023-07-07～2023-08-08,2023-07-07,魔族改造人 不死暗醫登場,NPC：裘瑟貝（法蘭城 195.67）,Lv阿魯巴斯,阿魯巴斯克隆體設計圖ABCDE*1,Lv1阿魯巴斯克隆體,Lv阿魯巴斯 ＋ 阿魯巴斯克隆體設計圖ABCDE×1 ＝ Lv1阿魯巴斯克隆體,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9844.html)
未載明（公告日 2023-07-06）,2023-07-06,海洋之誓 美人魚之旅,NPC：荷拉斯博士(研究員的休息室10，6）,Lv1水母霸王,變異之源*7 海洋變異能量塊*100,Lv1雷暴娃娃水母,Lv1水母霸王 ＋ 變異之源×7 ＋ 海洋變異能量塊×100 ＝ Lv1雷暴娃娃水母,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9834.html)
未載明（公告日 2023-07-06）,2023-07-06,海洋之誓 美人魚之旅,NPC：維爾戈博士(研究員的休息室11，10）,Lv1水母霸王,水母再生結晶*1,Lv1雷暴娃娃水母,Lv1水母霸王 ＋ 水母再生結晶×1 ＝ Lv1雷暴娃娃水母,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9834.html)
未載明（公告日 2023-07-06）,2023-07-06,海洋之誓 美人魚之旅,NPC：奇奇卡(精靈城寵物店15，6）,Lv1小魚仙,變異之源*3 琴韻徽章*10 精靈王契約*50 100000G金幣,Lv1琴韻海妖,"Lv1小魚仙 ＋ 變異之源×3 ＋ 琴韻徽章×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1琴韻海妖",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9834.html)
未載明（公告日 2023-06-21）,2023-06-21,端午戰龍王 龍祖山激鬥,NPC：愛卡勒恩(寵物研究所大廳 15.14）,Lv100的樹精,古代巨櫻種子*3 閃耀變異之源*10 精靈王契約*100 100000G金幣,Lv1古代巨櫻樹王,"Lv100的樹精 ＋ 古代巨櫻種子×3 ＋ 閃耀變異之源×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1古代巨櫻樹王",所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：古代巨櫻種子（3.5%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html)
未載明（公告日 2023-06-21）,2023-06-21,端午戰龍王 龍祖山激鬥,NPC：奇奇卡(精靈城寵物店15，6）,任意等級的暗裔龍祖,閃耀變異之源*3 暗裔覺醒*10 精靈王契約*50 100000G金幣,Lv1暗裔龍王,"任意等級的暗裔龍祖 ＋ 閃耀變異之源×3 ＋ 暗裔覺醒×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1暗裔龍王",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html)
未載明（公告日 2023-06-21）,2023-06-21,端午戰龍王 龍祖山激鬥,NPC：奇奇卡(精靈城寵物店15，6）,Lv1口袋龍,變異之源*3 元素感知*10 精靈王契約*50 100000G金幣,Lv1反轉袋龍,"Lv1口袋龍 ＋ 變異之源×3 ＋ 元素感知×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1反轉袋龍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html)
2023-06-15～2023-06-21,2023-06-15,夏日的奇幻之旅 艷陽鼠王與百香公主的相遇,NPC：奇奇卡(精靈城寵物店15，6）,Lv1鼠王,變異之源*3 艷陽傳承*10 精靈王契約*50 100000G金幣,Lv1艷陽鼠王,"Lv1鼠王 ＋ 變異之源×3 ＋ 艷陽傳承×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1艷陽鼠王",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9724.html)
2023-06-15～2023-06-21,2023-06-15,夏日的奇幻之旅 艷陽鼠王與百香公主的相遇,NPC：奇奇卡(精靈城寵物店15，6）,Lv1百香小妖,變異之源*3 百香精華*10 精靈王契約*50 100000G金幣,Lv1百香公主,"Lv1百香小妖 ＋ 變異之源×3 ＋ 百香精華×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1百香公主",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9724.html)
2023-06-06～2023-07-07,2023-06-05,冠絕天際 龍威鎮魔界,NPC：裘瑟貝（法蘭城 195.67）,Lv達哈卡,九頭巨蛇設計圖ABCDE*1,Lv1九頭巨蛇,Lv達哈卡 ＋ 九頭巨蛇設計圖ABCDE×1 ＝ Lv1九頭巨蛇,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html)
2023-06-06～2023-07-07,2023-06-05,冠絕天際 龍威鎮魔界,NPC：蛟龍使（魔法大學研究所 35.29）,任意等級的喪屍魔龍,轉生蛇毒*1,Lv1九頭巨蛇,任意等級的喪屍魔龍 ＋ 轉生蛇毒×1 ＝ Lv1九頭巨蛇,所需寵物：前置合成：任意等級的九頭巨蛇 ＋ 化龍泉水×1 ＝ / ├ Lv1九頭巨蛇（概率95%） / └ Lv1喪屍魔龍（概率5%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html)
2023-06-06～2023-07-07,2023-06-05,冠絕天際 龍威鎮魔界,NPC：蛟魂使（魔法大學研究所 34.28）,任意等級的九頭巨蛇,化龍泉水*1,Lv1九頭巨蛇（概率95%） Lv1喪屍魔龍（概率5%）,任意等級的九頭巨蛇 ＋ 化龍泉水×1 ＝ / ├ Lv1九頭巨蛇（概率95%） / └ Lv1喪屍魔龍（概率5%）,所需寵物：前置合成：Lv達哈卡 ＋ 九頭巨蛇設計圖ABCDE×1 ＝ Lv1九頭巨蛇；所需道具：向 NPC：蛟龍祭司（魔法大學研究所 33.28） 交付 任意等級的九頭巨蛇＋/ 取得：化龍泉水*5,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html)
未載明（公告日 2023-06-01）,2023-06-01,炎熱夏至 甜蜜律動蜜瓜公主,NPC：奇奇卡(精靈城寵物店15，6）,Lv1蜜瓜小妖,變異之源*3 蜜瓜精華*10 精靈王契約*50 100000G金幣,Lv1蜜瓜公主,"Lv1蜜瓜小妖 ＋ 變異之源×3 ＋ 蜜瓜精華×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ Lv1蜜瓜公主",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9624.html)
2023-05-25～2023-06-01,2023-05-25,《魔力寶貝：永恆初心》二週年最終彈,NPC：悠米(精靈城寵物店地下一樓 28.19）,任意等級的聖劍,聖劍再生結晶*1 金幣20000G,Lv1聖劍,"任意等級的聖劍 ＋ 聖劍再生結晶×1 ＋ 金幣20,000G ＝ Lv1聖劍","所需寵物：前置合成：Lv1隕星之刃或 Lv1冰霜之刃或 Lv1滅魔之刃或 Lv1碧空之刃 ＋ 變異之源×3 ＋ 聖晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1聖劍；所需道具：公告未另載",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9584.html)
2023-05-25～2023-06-01,2023-05-25,《魔力寶貝：永恆初心》二週年最終彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1隕星之刃,變異之源*3 聖晶石*10 精靈王契約*100 100000G金幣,Lv1聖劍,"Lv1隕星之刃 ＋ 變異之源×3 ＋ 聖晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1聖劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9584.html)
2023-05-25～2023-06-01,2023-05-25,《魔力寶貝：永恆初心》二週年最終彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1冰霜之刃,變異之源*3 聖晶石*10 精靈王契約*100 100000G金幣,Lv1聖劍,"Lv1冰霜之刃 ＋ 變異之源×3 ＋ 聖晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1聖劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9584.html)
2023-05-25～2023-06-01,2023-05-25,《魔力寶貝：永恆初心》二週年最終彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1滅魔之刃,變異之源*3 聖晶石*10 精靈王契約*100 100000G金幣,Lv1聖劍,"Lv1滅魔之刃 ＋ 變異之源×3 ＋ 聖晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1聖劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9584.html)
2023-05-25～2023-06-01,2023-05-25,《魔力寶貝：永恆初心》二週年最終彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1碧空之刃,變異之源*3 聖晶石*10 精靈王契約*100 100000G金幣,Lv1聖劍,"Lv1碧空之刃 ＋ 變異之源×3 ＋ 聖晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1聖劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9584.html)
2023-05-11～2023-05-18,2023-05-11,《魔力寶貝：永恆初心》二週年第二彈,NPC：悠米(精靈城寵物店地下一樓 28.19）,任意等級的魔劍,魔劍再生結晶*1 金幣20000G,Lv1魔劍,"任意等級的魔劍 ＋ 魔劍再生結晶×1 ＋ 金幣20,000G ＝ Lv1魔劍","所需寵物：前置合成：Lv1裁岩劍或 Lv1霧雨劍或 Lv1赤炎劍或 Lv1疾風劍 ＋ 變異之源×3 ＋ 魔晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1魔劍；所需道具：公告未另載",[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9524.html)
2023-05-11～2023-05-18,2023-05-11,《魔力寶貝：永恆初心》二週年第二彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1裁岩劍,變異之源*3 魔晶石*10 精靈王契約*100 100000G金幣,Lv1魔劍,"Lv1裁岩劍 ＋ 變異之源×3 ＋ 魔晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1魔劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9524.html)
2023-05-11～2023-05-18,2023-05-11,《魔力寶貝：永恆初心》二週年第二彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1霧雨劍,變異之源*3 魔晶石*10 精靈王契約*100 100000G金幣,Lv1魔劍,"Lv1霧雨劍 ＋ 變異之源×3 ＋ 魔晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1魔劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9524.html)
2023-05-11～2023-05-18,2023-05-11,《魔力寶貝：永恆初心》二週年第二彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1赤炎劍,變異之源*3 魔晶石*10 精靈王契約*100 100000G金幣,Lv1魔劍,"Lv1赤炎劍 ＋ 變異之源×3 ＋ 魔晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1魔劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9524.html)
2023-05-11～2023-05-18,2023-05-11,《魔力寶貝：永恆初心》二週年第二彈,NPC：奇奇卡(精靈城寵物店 15.6）,Lv1疾風劍,變異之源*3 魔晶石*10 精靈王契約*100 100000G金幣,Lv1魔劍,"Lv1疾風劍 ＋ 變異之源×3 ＋ 魔晶石×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ Lv1魔劍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9524.html)
2023-05-05～2023-06-06,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：聖龍術士（魔法大學研究所 30.44）,任意等級的神聖巨龍,轉生龍魂*1,Lv1神聖翼龍,任意等級的神聖巨龍 ＋ 轉生龍魂×1 ＝ Lv1神聖翼龍,所需寵物：前置合成：任意等級的神聖翼龍 ＋ 聖龍血脈×1 ＝ / ├ Lv1神聖翼龍（概率90%） / └ Lv1神聖巨龍（概率10%）；所需道具：當期寶盒／活動抽取：轉生龍魂（4%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-06,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：聖龍使者（魔法大學研究所 32.44）,任意等級的神聖翼龍,聖龍血脈*1,Lv1神聖翼龍（概率90%） Lv1神聖巨龍（概率10%）,任意等級的神聖翼龍 ＋ 聖龍血脈×1 ＝ / ├ Lv1神聖翼龍（概率90%） / └ Lv1神聖巨龍（概率10%）,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：聖龍血脈（9%）、向 服務員（魔法大學公會 28.16） 以 轉生龍魂*1 兌換：聖龍血脈*2,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：尾狐長老(里謝里雅堡 46.78）,Lv70七尾狐,七尾狐之契*1 尾狐細胞*40,Lv1九尾狐,Lv70七尾狐 ＋ 七尾狐之契×1 ＋ 尾狐細胞×40 ＝ Lv1九尾狐,所需寵物：前置合成：Lv50五尾狐 ＋ 五尾狐之契×1 ＋ 尾狐細胞×30 ＝ Lv1七尾狐；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：尾狐長老(里謝里雅堡 46.78）,Lv50五尾狐,五尾狐之契*1 尾狐細胞*30,Lv1七尾狐,Lv50五尾狐 ＋ 五尾狐之契×1 ＋ 尾狐細胞×30 ＝ Lv1七尾狐,所需寵物：前置合成：Lv30三尾狐 ＋ 三尾狐之契×1 ＋ 尾狐細胞×20 ＝ Lv1五尾狐；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：尾狐長老(里謝里雅堡 46.78）,Lv30三尾狐,三尾狐之契*1 尾狐細胞*20,Lv1五尾狐,Lv30三尾狐 ＋ 三尾狐之契×1 ＋ 尾狐細胞×20 ＝ Lv1五尾狐,所需寵物：前置合成：Lv10一尾狐 ＋ 一尾狐之契×1 ＋ 尾狐細胞×10 ＝ Lv1三尾狐；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-06-03,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：尾狐長老(里謝里雅堡 46.78）,Lv10一尾狐,一尾狐之契*1 尾狐細胞*10,Lv1三尾狐,Lv10一尾狐 ＋ 一尾狐之契×1 ＋ 尾狐細胞×10 ＝ Lv1三尾狐,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
2023-05-05～2023-05-11,2023-04-29,《魔力寶貝：永恆初心》二週年活動盛大開啟,NPC：寵物研究所的愛卡勒恩(法蘭城 116.75）,Lv1冰精靈,水元素之卵*3 閃耀變異之源*10 精靈王契約*100 50000G金幣,Lv1海洋元素使,"Lv1冰精靈 ＋ 水元素之卵×3 ＋ 閃耀變異之源×10 ＋ 精靈王契約×100 ＋ 金幣50,000G ＝ Lv1海洋元素使",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html)
