名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,公告日,公告連結,image,任務用途
哈士奇,野獸系,33,12,12,25,43,8,125,地2水8,強力混亂魔法Lv5,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/哈士奇.gif,
秋田犬,野獸系,25,33,12,43,12,8,125,水2火8,昏睡攻擊Lv11,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/秋田犬.gif,
比格犬,野獸系,25,12,12,33,43,9,125,風2地8,強力酒醉魔法Lv5,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/比格犬.gif,
蒼岩狨,野獸系,35,45,19,16,10,9,125,風8地2,潛龍殺Lv10,2024-04-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12074.html),/img/專屬寵物/蒼岩狨.gif,
青尾豹,野獸系,30,43,20,24,8,9,125,風9地1,必殺狙擊Lv10、魔法吸收Lv5,2024-03-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html),/img/專屬寵物/青尾豹.gif,
百步蛇,野獸系,23,36,16,31,14,8,120,風7地3,捕捉區域：梅琳島（196.129）附近,2024-02-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11704.html),/img/專屬寵物/百步蛇.gif,
純白豬王,野獸系,33,6,12,26,48,9,125,火10,混亂衝擊波Lv10、單體石化魔法Lv10,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11604.html),/img/專屬寵物/純白豬王.gif,
白豬太郎,野獸系,33,38,24,13,15,8,123,火8風2,,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11604.html),/img/專屬寵物/白豬太郎.gif,
白豬寶寶,野獸系,33,36,24,13,15,8,121,火7風3,,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11604.html),/img/專屬寵物/白豬寶寶.gif,
鐵獅,野獸系,22,32,18,41,10,8,123,火10,潛龍殺Lv3,2024-01-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11014.html),/img/專屬寵物/鐵獅.gif,
銅獅,野獸系,34,10,16,22,41,8,123,地10,混亂衝擊波Lv3,2024-01-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11014.html),/img/專屬寵物/銅獅.gif,
冰雪水藍鼠,野獸系,13,6,12,48,46,8,125,水10,海洋的祈禱Lv3、混亂衝擊波Lv10,2023-12-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10844.html),/img/專屬寵物/冰雪水藍鼠.gif,
魯帕斯,野獸系,18,10,17,37,43,8,125,地7水3,潔淨魔法Lv3,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/魯帕斯.gif,
雷霆神獸,野獸系,15,44,12,48,6,9,125,風10,乾坤一擲Lv11、迅雷衝擊,2023-08-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10184.html),/img/專屬寵物/雷霆神獸.gif,
22週年鼠王,野獸系,31,6,14,24,50,9,125,火6風4,超強昏睡魔法Lv5、昏睡攻擊Lv11,2023-08-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10104.html),/img/專屬寵物/22週年鼠王.gif,
艷陽鼠王,野獸系,30,6,11,28,50,8,125,火5風5,超強火焰魔法Lv4,2023-06-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9724.html),/img/專屬寵物/艷陽鼠王.gif,
一尾狐,野獸系,22,22,22,22,22,8,110,風10,,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/一尾狐.gif,
三尾狐,野獸系,23,23,23,23,23,8,115,地10,,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/三尾狐.gif,
五尾狐,野獸系,24,24,24,24,24,8,120,水10,,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/五尾狐.gif,
七尾狐,野獸系,28,19,19,19,40,8,125,火10,,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/七尾狐.gif,
九尾狐,野獸系,36,6,15,21,47,9,125,水10,混亂衝擊波Lv4,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/九尾狐.gif,
銀狐,野獸系,32,50,14,23,6,10,125,風10,氣功彈I,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/銀狐.gif,
冰原獨角獸,野獸系,31,47,13,26,8,8,125,水10,潛龍殺Lv3,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/改造冰原獨角獸.gif,
繽紛水藍鼠,野獸系,32,6,13,24,50,9,125,水10,強力遺忘魔法Lv3,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9034.html),/img/專屬寵物/繽紛水藍鼠.gif,
地獄護衛犬,野獸系,40,41,15,17,12,9,125,水8火2,潛龍殺Lv4,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9034.html),/img/專屬寵物/地獄護衛犬.gif,
兔吉祥,野獸系,30,30,21,21,21,8,123,地10,,2023-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html),/img/專屬寵物/兔吉祥.gif,
兔吉利,野獸系,21,30,30,21,21,8,123,水10,,2023-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html),/img/專屬寵物/兔吉利.gif,
兔吉星,野獸系,30,21,21,21,30,8,123,火10,,2023-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html),/img/專屬寵物/兔吉星.gif,
兔吉兆,野獸系,21,21,21,30,30,8,123,風10,,2023-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8984.html),/img/專屬寵物/兔吉兆.gif,
西瓜大地鼠,野獸系,17,17,47,17,17,10,115,地10,,,,/img/專屬寵物/西瓜大地鼠.gif,
祭奠火焰鼠,野獸系,17,47,17,17,17,10,115,火10,,,,/img/專屬寵物/祭奠火焰鼠.gif,
浮潛惡夢鼠,野獸系,17,17,17,17,47,10,115,水10,,,,/img/專屬寵物/浮潛惡夢鼠.gif,
兜風寶石鼠,野獸系,17,17,17,47,17,10,115,風10,,,,/img/專屬寵物/兜風寶石鼠.gif,
漂漂水藍鼠,野獸系,52,17,17,17,17,10,120,地5水5,,,,/img/專屬寵物/漂漂水藍鼠.gif,
月獅,野獸系,30,32,13,26,22,8,123,風10,,2022-12-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8814.html),/img/專屬寵物/月獅.gif,
雪獅,野獸系,36,32,18,24,13,8,123,水10,,2022-12-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8814.html),/img/專屬寵物/雪獅.gif,
純金豬王,野獸系,48,33,23,15,6,8,125,風10,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/純金豬王.gif,
粉心王妃,野獸系,30,6,31,14,43,8,124,火8風2,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/粉心王妃.gif,
呆萌豬王,野獸系,30,45,15,28,6,8,124,地8水2,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/呆萌豬王.gif,
白眉豬王,野獸系,31,6,16,28,43,8,124,水8火2,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/白眉豬王.gif,
銀豬太郎,野獸系,37,34,31,13,8,8,123,水7火3,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/銀豬太郎.gif,
粉豬太郎,野獸系,30,8,31,13,40,8,122,火7風3,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/粉豬太郎.gif,
棕豬太郎,野獸系,33,36,16,29,8,8,122,地7水3,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/棕豬太郎.gif,
灰豬太郎,野獸系,32,8,17,24,41,8,122,風7地3,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/灰豬太郎.gif,
銅豬寶寶,野獸系,35,31,34,11,10,7,121,風6地4,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/銅豬寶寶.gif,
斑點豬寶寶,野獸系,24,10,36,11,40,7,121,火6風4,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/斑點豬寶寶.gif,
刺豬寶寶,野獸系,32,37,12,30,10,7,121,地6水4,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/刺豬寶寶.gif,
白紋豬寶寶,野獸系,32,10,17,22,40,7,121,水6火4,,2022-01-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6943.html),/img/專屬寵物/白紋豬寶寶.gif,
天然寶石鼠,野獸系,12,12,17,39,45,8,125,風10,,2022-11-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8684.html),/img/專屬寵物/天然寶石鼠.gif,
天狼星,野獸系,22,39,15,33,16,8,125,地10,,2022-10-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8484.html),/img/專屬寵物/天狼星.gif,
雷霆幻獸,野獸系,17,43,6,47,12,9,125,風10,迅雷衝擊,2022-06-16,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7823.html),/img/專屬寵物/雷霆神獸.gif,
聖誕火焰鼠,野獸系,37,10,10,19,47,8,123,火10,,2021-12-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html),/img/專屬寵物/聖誕火焰鼠.gif,
聖誕鼠王,野獸系,15,6,12,43,49,9,125,火5風5,,2021-12-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html),/img/專屬寵物/聖誕鼠王.gif,
聖誕水藍鼠,野獸系,36,50,12,20,6,8,124,水9火1,,2021-12-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html),/img/專屬寵物/改造聖誕水藍鼠.gif,
糖果大地鼠,野獸系,10,32,10,26,45,8,123,地10,,2021-12-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html),/img/專屬寵物/改造糖果大地鼠.gif,
聖誕寶石鼠,野獸系,10,14,12,40,47,8,123,風10,,2021-12-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6643.html),/img/專屬寵物/聖誕寶石鼠.gif,
聖誕麋鹿,野獸系,38,35,25,15,10,8,123,地5風5,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/聖誕麋鹿.gif,
聖誕馴鹿,野獸系,38,25,35,15,10,8,123,水5火5,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/改造馴鹿.gif,
聖誕林,野獸系,25,38,35,15,10,8,123,火5風5,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/聖誕林.gif,
聖誕梅花鹿,野獸系,35,38,25,15,10,8,123,風5地5,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/聖誕梅花鹿.gif,
聖誕小熊,野獸系,24,24,24,24,24,7,120,風10,,2021-12-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6533.html),/img/專屬寵物/聖誕小熊.gif,
淘氣小熊,野獸系,24,24,24,24,24,7,120,水10,,2021-12-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6533.html),/img/專屬寵物/淘氣小熊.gif,
可愛小熊,野獸系,24,24,24,24,24,7,120,火10,,2021-12-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6533.html),/img/專屬寵物/可愛小熊.gif,
搗蛋小熊,野獸系,24,24,24,24,24,7,120,地10,,2021-12-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6533.html),/img/專屬寵物/搗蛋小熊.gif,
紫翎,野獸系,20,6,13,45,40,8,124,水5火5,,2021-09-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6143.html),https://truth.bahamut.com.tw/s01/202109/4b62aff0df233e0f6b1d2f98389ead35.gif,
喜慶虎寶寶,野獸系,18,10,19,35,41,8,123,地8水2,,2022-01-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6933.html),/img/專屬寵物/喜慶虎寶寶.gif,
歡樂虎寶寶,野獸系,24,10,35,12,42,8,123,水8火2,,2022-01-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6933.html),/img/專屬寵物/歡樂虎寶寶.gif,
招財虎寶寶,野獸系,13,10,27,32,41,8,123,火8風2,,2022-01-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6933.html),/img/專屬寵物/招財虎寶寶.gif,
幸福虎寶,野獸系,11,41,11,19,41,8,123,風8地2,,2022-01-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6933.html),/img/專屬寵物/幸福虎寶.gif,
萬年龜,野獸系,22,21,39,4,38,8,124,地5水5,,2021-11-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6373.html),/img/專屬寵物/萬年龜.gif,
月仙兔,野獸系,45,33,13,25,8,9,124,地5風5,,,,/img/專屬寵物/月仙兔.gif,
月夜兔,野獸系,25,34,9,45,11,9,124,水5火5,,,,/img/專屬寵物/月夜兔.gif,
月地兔,野獸系,22,43,22,22,14,8,123,地7水3,,,,/img/專屬寵物/月地兔.gif,
月冰兔,野獸系,22,22,43,14,22,8,123,水7火3,,,,/img/專屬寵物/月冰兔.gif,
月火兔,野獸系,22,22,14,43,22,8,123,火7風3,,,,/img/專屬寵物/月火兔.gif,
月風兔,野獸系,22,14,22,22,43,8,123,風7地3,,,,/img/專屬寵物/月風兔.gif,
雷獸,野獸系,16,40,8,43,18,8,125,風10,,,,/img/專屬寵物/雷獸.gif,
夜行貓人,野獸系,24,31,16,40,14,8,125,地5風5,,,,/img/專屬寵物/夜行貓人.gif,
黃金鼠王,野獸系,18,8,20,34,45,10,125,火5風5,,2022-11-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8704.html),/img/專屬寵物/黃金鼠王.gif,
紅唇蝌魚,金屬系,35,13,15,24,36,9,125,火7風3,混亂衝擊波LV3,2025-03-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14854.html),/img/專屬寵物/紅唇蝌魚.gif,
巨捧金剛,金屬系,45,40,10,20,10,9,125,水10,超強石化魔法LV5、諸刃LV11,2025-01-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14544.html),/img/專屬寵物/巨捧金剛.gif,
白銀巨像,金屬系,38,39,26,12,10,9,125,火10,潛龍殺LV10、氣功彈I,2025-01-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14494.html),/img/專屬寵物/白銀巨像.gif,
寶瓶妖靈,金屬系,35,6,19,21,44,9,125,風3地7,混亂衝擊波LV10,2025-01-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14494.html),/img/專屬寵物/寶瓶妖靈.gif,
星之巨鉗蟹,金屬系,35,32,33,10,15,9,125,風4地6,乾坤一擲Lv11,2024-11-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14164.html),/img/專屬寵物/星之巨鉗蟹.gif,
戰鬥血腥之刃,金屬系,34,44,14,24,9,9,125,地10,裂空斬Lv10、乾坤一擲Lv11,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥血腥之刃.gif,
戰鬥純白嚇人箱,金屬系,29,9,14,24,49,9,125,風5地5,潔淨魔法Lv3、超強石化魔法Lv5,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥純白嚇人箱.gif,
風暴軍團長武魂,金屬系,38,50,10,21,6,9,125,火5風5,乾坤一擲Lv11、裂空斬Lv10、單體即死Lv1,2024-09-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13904.html),/img/專屬寵物/風暴軍團長武魂.gif,
風暴軍團長魔魂,金屬系,38,6,10,21,50,9,125,風10,超強石化魔法LV5、混亂衝擊波Lv10、單體即死Lv1,2024-09-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13904.html),/img/專屬寵物/風暴軍團長魔魂.gif,
黃銅豚魚,金屬系,33,34,31,17,10,9,125,火1風9,毒性攻擊Lv11,2024-07-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13524.html),/img/專屬寵物/黃銅豚魚.gif,
幻金晶魚,金屬系,34,6,16,24,45,9,125,風6地4,超強混亂魔法Lv5、強力混亂魔法Lv7,2024-07-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13494.html),/img/專屬寵物/幻金晶魚.gif,
戰錘魔偶,金屬系,34,8,24,19,40,9,125,風10,混亂衝擊波Lv10,2024-06-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html),/img/專屬寵物/戰錘魔偶.gif,
審判魔靈,金屬系,33,6,15,25,46,9,125,風10,混亂衝擊波Lv10、強力昏睡魔法Lv7,2024-06-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html),/img/專屬寵物/審判魔靈.gif,
煉獄軍團長,金屬系,23,41,10,45,6,9,125,火10,裂空斬Lv10、突襲之舞Lv10,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html),/img/專屬寵物/煉獄軍團長.gif,
硝石蟲,金屬系,34,10,30,29,17,8,120,地3水7,,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/硝石蟲.gif,
魚人守衛,金屬系,35,45,19,16,10,9,125,風8地2,潛龍殺Lv3,2024-04-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12564.html),/img/專屬寵物/魚人守衛.gif,
金鱗龍魚,金屬系,41,40,17,21,6,9,125,火1風9,潛龍殺Lv10、乾坤一擲Lv11,2024-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11534.html),/img/專屬寵物/金鱗龍魚.gif,
多足怪魚,金屬系,40,35,22,18,8,8,125,火1風9,潛龍殺Lv3,2024-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11534.html),/img/專屬寵物/多足怪魚.png,
赤焰獅王,金屬系,18,40,12,49,6,9,125,火5風5,氣功彈I、攻擊無效Lv5,2024-01-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11014.html),/img/專屬寵物/赤焰獅王.gif,
黃金帝獅,金屬系,40,6,14,19,46,9,125,地10,混亂衝擊波Lv10、魔法無效Lv5,2024-01-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11014.html),/img/專屬寵物/黃金帝獅.gif,
合金戰獅,金屬系,40,6,17,15,47,9,125,風6地4,強力石化魔法Lv5、超強石化魔法Lv5,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/合金戰獅.gif,
魔術地雷,金屬系,34,10,12,24,45,8,125,風1地9,強力混亂魔法Lv3,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/魔術地雷.gif,
闇影地雷,金屬系,45,34,12,24,10,8,125,水1火9,突襲之舞Lv3,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/闇影地雷.gif,
魔術機甲ROX,金屬系,40,6,21,12,46,9,125,地6水4,強力石化魔法Lv5、屬性反轉Lv3,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/魔術機甲ROX.gif,[競速星辰塔](/任務攻略/常態活動/競速星辰塔) 隊伍中有即可訪問 1 階迷宮水晶直達 1 階神殿
闇影機甲NXT,金屬系,39,50,14,16,6,9,125,火6風4,潛龍殺Lv10,2023-11-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10704.html),/img/專屬寵物/闇影機甲NXT.gif,[競速星辰塔](/任務攻略/常態活動/競速星辰塔) 隊伍中有即可訪問 2 階迷宮水晶直達 2 階神殿
牛丸,金屬系,25,25,25,25,25,8,125,風2地8,裂空斬Lv3、突襲之舞Lv3,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/牛丸.gif,
牛鬼丸,金屬系,16,46,16,39,8,9,125,風2地8,裂空斬Lv10、突襲之舞Lv10,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/牛丸.gif,
血腥流刃,金屬系,15,6,16,42,46,9,125,地9水1,混亂攻擊Lv11、混亂魔法Lv10,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/血腥流刃.gif,
殺龍逆刃,金屬系,16,46,13,44,6,9,125,水9火1,諸刃Lv11、魔法吸收Lv3,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/殺龍逆刃.gif,
機甲D4型,金屬系,35,43,19,20,8,8,125,水10,突襲之舞Lv3,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10424.html),/img/專屬寵物/機甲D4型.gif,
板龍,金屬系,32,12,27,15,39,8,125,火10,,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10424.html),/img/專屬寵物/板龍.gif,
符文晶魚,金屬系,28,6,23,22,46,9,125,地3水7,強力中毒魔法Lv5、混亂衝擊波Lv10,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/符文晶魚.gif,
猶大,金屬系,18,42,14,45,6,9,125,地7水3,乾坤一擲點睛I,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10254.html),/img/專屬寵物/猶大.gif,
地獄將軍,金屬系,32,18,19,19,32,7,120,地7水3,,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10254.html),/img/專屬寵物/猶大.gif,
噬魂毒蟹,金屬系,31,6,20,20,48,9,125,水5火5,超強中毒魔法Lv5、魔法無效Lv5,2023-08-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10184.html),/img/專屬寵物/噬魂毒蟹.gif,
巨錘魔偶,金屬系,30,42,22,23,8,9,125,風4地6,潛龍殺Lv3,2023-07-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9954.html),/img/專屬寵物/巨錘魔偶.gif,
